"Delivery_Contractor","Property_ID","Postcode_1","Participant_Age","EmployStatus","EmployType","HouseIncome","Date_Contact","Tenure","Tenure_Length","Social_Group","HP_Awareness","Reason_Sustainability","Sustainability_exp","Reason_Future","Future_exp","Reason_Upgrade","Upgrade_exp","Reason_Building","Building_exp","Reason_Financial","Financial_exp","Reason_Technology","Technology_exp","Reason_Research","Research_exp","Reason_Planned","Planned_exp","Reason_Replacement","Replacement_exp","Reason_Other","Other_exp","Date_Survey","Name_Survey","House_Type","House_Form","House_Env","House_Age","House_SAP","No_Adults","No_Child","No_Storeys","Total_Floor_Area","Habitable_Rooms","Bedrooms","Heated_rooms","Floor_Height","Wall_Type","Floor_Type","Roof_Type","Glazed_Type","Mains_Gas_Flag","Main_Fuel","Heat_Primary_Source","Heat_Secondary_Source","TS_Existing","TS_Existing_Size","No_Underfloor","Existing_Fires","Existing_Cooking","Outside_Space","Outside_Access","Elec_currentuse","Gas_currentuse","MCS_SHLoad","MCS_Hloss","MCS_SHAnnual","MCS_DHWAnnual","MCS_Immersion","Suit_ASHP","Suit_GSHP","Suit_HTASHP","Suit_Hybrid","HP_Recommend","HP_NoRec_R1","HP_NoRec_R2","Measures_Recommend","EstCost_System","EstCost_Ancillary","EstCost_Running","EstCost_Etariff","EstCost_Gtariff","Part_Install_Decision","Part_No_Reason1","Part_No_Reason2","Date_Installation","Name_Install","HP_Installed","HP_Brand","HP_Model","HP_Size_kW","HP_Refrigerant","GSHP_Space","TS_Type","TS_Water_Size","TS_PCM_Size","HP_Control_Zones","Measures_emitters_LT","Measures_emitters_Std","Measures_Fanassist","HP_Aesthetic","HP_Noise","Cooling","Cooling_Rooms","Fires_replaced","Cook_Replaced","Gas_disconnect","Measures_Loft","Measures_Windows","Measures_Doors","Measures_WI","Measures_DP","Cost_HP","Cost_TS","Cost_Install","Cost_Emitters","Cost_Cooling","Cost_LI","Cost_WI","Cost_Window","Cost_Door","Cost_DP","Install_time_HP","Install_time_measures"
"OVO","EOH2597","OX29","63","Retired","Manager","Prefer not to say","2020-07-02T00:00:00.000Z","Owner-Occupied","14","DE",3,"Yes","My heating is powered by oil, partly because there is no gas supply to my village","Yes","I would like to explore better alternatives to hearing oil","Yes","I understand this may be more efficient and cost-effective than my current situation","Yes","Always seeking to make changes on a continuous improvement basis","Yes","It is a big incentive to make changes","Yes","I want a more efficient, less costly home. For instance, I have triple-glazed windows throughout, which help keep heat in and cold out","Yes","I am attracted to the possibility of further upgrading my home, especially for little monetary risk or outlay","Yes","It is a consideration, but not at the current cost of installation","Yes","Using heating oil, delivered by a tanker and stored in an outside tank seems to be antiquated","No","null","11/03/2021","Retrofitworks","House","Detached","Rural","Pre 1919","null","2","0","2","243.6","10","5","10","2.7","Solid_No_insulation","Solid","Pitched","Double","No","Oil","Oil Boiler","Fire - Wood","Water","120","0","0","0","Yes - Borehole","No","null","null","28.085","null","null","null","null","null","null","null","null","None - Installation not recommended","Technical_Size","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH0381","RG31","61","Working Full time (>30hrs)","Semi and unskilled manual worker","30,001 - 40,000","2020-07-02T00:00:00.000Z","Owner-Occupied","24","DE",2,"Yes","I see this as a benefit to everyone.","Yes","If the cost is viable then it makes a good long term investment.","No","I had not considered this previously so it mainly for the long term environment benefits","No","null","Yes","We do not have the funds to finance the work ourselves but can see the long term benefit.","Yes","I always think that we should be prepared to invest in the future and to look to ways to improve .","Yes","Like all technologies there is always a risk but I am prepared to look forward to a cleaner future.","No","As said previously we have not got the funds to do so.","No","My heating system works fine.","Yes","Previous initiatives like Government grants for solar panels and electric cars have tended to go to people who already had the wealth.\nThis is an opportunity for updates for people who have previously been excluded.","22/02/2021","Retrofitworks","House","Detached","Suburban","1965-1980","null","2","0","2","116","7","4","7","null","null","null","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","null","null","0","0","0","No","No","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH1933","HP22","35","Working Part time","Professional","40,001 - 50,000","2020-07-02T00:00:00.000Z","Owner-Occupied","5","C1",4,"Yes","As a household we have been working on reducing our carbon footprint such as by installing solar panels with a battery, having electric vehicles, using reusable nappies, plastic free toiletries and food products, adopting a mostly plant based diet etc. This  heating system would allow us to remove our dependency on a dirty, gas heating system and replace it with an efficient, green heating system.","Yes","We are very keen to move away from gas completely, heat pumps are the most energy efficient way of doing this at the moment. This is something we have been looking at for a few years and this opportunity will allow us to do it sooner and have a house which isnt reliant on fossil fuels.","Yes","This is the most effective and efficient way of heating our house using electricity. This will allow us to move away from gas heating which we feel needs to be replaced as soon as possible to enable the country to become net carbon neutral.","No","Our house is already refurbished but the heating system is the last major change wed like to make.","Yes","It will take us several years to afford this heating system without an opportunity like this.","Yes","My husband has been very interested in heat pumps for some time and sees it as a great alternative to gas heating and would love the opportunity to be part of a study to support the adoption of heat pumps nationwide. We see technology as a helpful tool to help us to be as eco friendly as possible.","Yes","As said before, were very keen to be part of a research project to support the exploration of sustainable energy sources to reduce the nations reliance on polluting fossil fuels.","Yes","This is something we would like to do in the future but will take us many years to afford.","Yes","Our current gas central heating system is coming to the end of its life and will need replacing in the next few years. We dont want to replace it with another gas central heating system and want to replace it with an efficient eco friendly system, but this opportunity would allow us to get a fantastic system that we otherwise cannot currently afford.","No","null","11/02/2021","Retrofitworks","House","End-Terrace","Suburban","1919-1944","null","2","1","2","74.9","6","3","6","2.4","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","Fire - Wood","Water","100","0","0","0","No","No","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Practical_SpaceInternal","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH2406","TN25","28","Working Full time (>30hrs)","Professional","40,001 - 50,000","2020-07-01T00:00:00.000Z","Owner-Occupied","5","C1",3,"Yes","Member is interested as over the next few years he wants to cut down on emissions from the property, he already has an EV at the moment and has also shown interest in solar and battery storage trials","Yes","null","Yes","Member has researched lower carbon heating systems after applying to be on the trial and is happy with reviews/information available for the heating systems","No","null","Yes","null","Yes","Member is interested in any technology available for the home that may reduce his carbon footprint","Yes","null","No","Member didnt have plans to change to a heat pump before the trial, but is excited at the possibility of updating to new technology","No","null","No","null","20/11/2020","Retrofitworks","House","Mid-Terrace","Suburban","2001+","null","2","1","2","73.18","3","2","3","2.42","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Combi","null","Water","130","0","0","0","No","No","null","null","2.47","36.34","6631","2292","82","Yes","No","Yes","Yes","ASHP","null","null","Heat Emitters","9815","700","458.14","14","5","Yes","null","null","22/02/2021","Reina Group","ASHP","Daikin","EDLQ05CV3","5","R410A","null","Water_New","150","null","1","0","3","0","None","None","No","0","0","0","No","No","0","0","None","No","4521.99","1302","2706.03","490.09","0","0","0","0","0","0","3","2"
"OVO","EOH2134","SN6","45","Working Full time (>30hrs)","Manager","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","2","AB",1,"Yes","I want to ensure that my house is as green as possible, with minimal waste. It�s important for the planet and it�s ecosystems","Yes","Low carbon footprints is the future","No","I�m not sure about whether this is an upgrade or not","No","Not doing any works","Yes","That�s definitely a bonus","Yes","null","Yes","null","No","null","No","null","No","null","22/12/2020","null","House","Semi-Detached","Suburban","1981-1990","null","1","0","2","null","5","3","7","null","null","null","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","null","null","0","0","1","No","No","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH3153","SO22","null","Working Full time (>30hrs)","Manager","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","17","AB",3,"Yes","I have changed my car to an all electric model to reduce my CO2 emissions,  but I am unclear how I can reduce emissions from my home heating system (on top of the wood burning stove already installed to minimise using gas heating). This trial sounds like it may well help me get to my personal zero emissions goal.","Yes","Although not as important as reducing my current environmental impact, I do believe that the UK will need to phase out gas heating to meet CO2 reduction targets","No","My current heating system works fine; it just pumps out too much CO2!","No","I have already extended my current house twice, and am not looking to do any further structural work","Yes","Who doesn�t like something for free, especially when it could have so many positive benefits for the environment","Yes","I like to think that I am an early adopter of technology, and it would be great to be a �green tech� early adopter","Yes","This is a great chance for me and OVO energy to find out more about this technology, and hopefully help more people install it","No","I hadn�t yet decided what the right solution is to replace my gas boiler.","No","My heating system works fine, it just pumps out CO2","No","null","30/11/2020","null","House","null","null","1945-1964","null","2","2","3","null","5","5","11","null","null","null","Pitched","Double","Yes","Gas","Gas Boiler - Standard","null","null","null","3","1","0","No","No","null","null","null","null","null","null","null","No","No","No","No","None - Installation not recommended","Economic_InstallCosts","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH1161","RH11","56","Working Full time (>30hrs)","Professional","Prefer not to say","2020-07-02T00:00:00.000Z","Owner-Occupied","33","C1",3,"Yes","Ive had mixed messages from providers of solar panels etc before, so welcome another survey. I am very keen to reduce our carbon footprint. Though in a small terraced house I think with some creative thinking we can find solutions.","Yes","null","Yes","null","No","null","Yes","null","Yes","null","Yes","Not enough is being done by the UK government. I hope that lessons from our property might help support a broader change in policies.","No","null","No","null","No","null","17/07/2020","Retrofitworks","House","null","null","1965-1980","null","null","null","null","null","null","3","null","null","null","null","null","null","null","null","null","None","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Programme_TargetMet","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH1444","SL8","73","Retired","Professional","20,001 - 25,000","2020-07-02T00:00:00.000Z","Owner-Occupied","6","AB",4,"Yes","Climate change is important to me, and I would like to future proof my house","Yes","It is important that we all consider our environment","Yes","Heat pumps seem to be an effective option","No","null","Yes","As a pensioner I need to spend my money wisely","Yes","I have smart heating system","Yes","Research is important","No","null","No","null","No","null","01/02/2021","Retrofitworks","House","Detached","Rural","1965-1980","null","2","0","2","111.84","4","4","4","2.5","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","Water","100","0","0","0","No","No","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Programme_TargetMet","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH2043","TN2","44","Working Full time (>30hrs)","Professional","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","5","AB",3,"Yes","I would love to reduce my carbon footprint and would love to pursue any options further.","Yes","null","No","null","No","null","Yes","null","Yes","null","Yes","null","No","null","No","null","No","null","24/11/2020","Retrofitworks","House","Detached","Suburban","1919-1944","null","2","3","2","260.93","8","5","8","2.43","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","Electric - Warm air","Water","170","1","0","0","Yes - Ground Loop","Yes","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH0797","RG27","65","Retired","Pensioner","40,001 - 50,000","2020-07-02T00:00:00.000Z","Owner-Occupied","15","DE",3,"Yes","I worked in the healthcare industry and understand the need to reduce pollution and always seeking high efficiency low power consumption solutions to save the planets finite resources.","Yes","We have recently replaced the double glazing for the latest argon filled units, wanted to install photo electric cells as the back of our house is South facing and elevated, however the dormer design int considered compatible to an efficient  panel configuration. Im sure this is possible but requires a bespoke design.","Yes","I always enjoy Grand Designs"" type programmes as they identify modern alternatives to sustainable living such as ground & air heat pumps utilising heat exchange as well home power generation, improved insulation and low power consumption devices such as LEDs that we have throughout the house. oUr smart meter is an objective measure of power utilisation and helps identify sensible management strategies. Our boiler was an efficient solution (Valliant EcoPro) in 2010, but technology moves on.","Yes","I have been working through the house and enjoy planned DIY and have the whole building recorded in my CAD system. The next project is insulation within the integral double garage including new insulated tight fitting garage door. I havent given up on a Photo Cell solution as we have  a considerable south facing aspect with the potential to a full width logia supporting such cells without shade.","Yes","Due to COVID 19 both our children (25 & 27) having acquired degrees and started in work, no longer have full employment and poor prospects for the near future, so we are still supporting them totally as they do not wish to take from the state. So home developments. no matter how sensible in the long term are currently on the back burner, this would enable me to move forward sooner and acquire knowledge for our church project at St Johns Hartley Wintney having already project managed a restoration there including energy saving technology, they now wish to capitalise on current grants to lower their carbon foot print and allocate more funding to charitable causes rather than running costs for the Victorian church and Church centre that serves the whole community not just Christians.","Yes","I managed an Imaging Department within the NHS, then worked 30 years for Siemens Healthcare in London and nationally always looking for efficient solutions that brought the most good to patients and the operating staff. This industry needed to transform and reduce radiation contamination required for both treatment and diagnosis as well as reduced running costs (greater efficiency through well designed technology). So I have always been interested and passionate about well designed solutions ideal for their purpose and looking at the bigger picture. Ethical, efficient and desirable.","Yes","It is by taking part one can gain knowledge, consider fully the benefits and help others save our planet for our children and their children. Credibility is key in influencing others based on experience, knowledge and empathy. Understanding a the solution and how it best fits into each scenario as I presume you are looking to do with this survey.","No","Insulation and power generation where my initial areas of research as I presumed Heat pump technology would be out of my range of affordability. As my wife and children suffer with asthma & allergies, home air handling is also one of my future project interests including internal heat exchange which I had thought might be affordable to me in approximately 5 years. This funded opportunity brings that possibility from 5 years to imminent.","Yes","Maybe, the current system was acquired on green credentials 10 years ago and I had hoped it would last 15, but technology and need has moved on. So ideally if affordable upgrading now rather than later would be good.","Yes","null","02/02/2021","Retrofitworks","House","Detached","Rural","1981-1990","null","5","0","2","93.48","5","4","10","2.4","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","null","Water","100","2","0","1","Yes - Borehole","Yes","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Programme_TargetMet","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH2851","LU6","69","Retired","Professional","30,001 - 40,000","2020-07-02T00:00:00.000Z","Owner-Occupied","45","DE",3,"Yes","null","Yes","Depending on what you mean by investment.","Yes","Not at the size you mentioned previously","No","null","Yes","null","Yes","Batteries for my solar panels","Yes","With out disrupting the property","Yes","The size has put me off","Yes","But as above the size has put me off.","No","null","30/01/2021","Retrofitworks","House","Mid-Terrace","Suburban","1965-1980","null","2","0","3","147","7","3","11","2.4","Solid_No_insulation","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","Water","170","0","0","0","No","No","null","null","null","null","null","null","null","No","No","No","No","None - Installation not recommended","Practical_SpaceExternal","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH2975","ME1","52","Working Full time (>30hrs)","Professional","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","6","AB",4,"Yes","We want to reduce our footprint as much as possible and so have installed solar panels and this would really compliment them!","Yes","As above we have solar panels and heat reclamation so this would be the next logical step for us...its the only way forward for the planet.","Yes","As above its the next logical step in getting as low carbon as we possibly can. The planet needs this!","No","null","Yes","Well that certainly helps, I cant deny it ;-)","Yes","I love new tech which is why weve bought what we already have...the heat pump would compliment what weve already added to the house.","Yes","I love the idea of being part of the future and finding ways to more sustainability. Were hoping our house is a good candidate to show how far things can be taken if you have as much eco friendly tech installed as possible!","Yes","Ive been looking at it for the future but at present we couldnt really afford to do it so the trial felt like a great opportunity to take part in.","No","Its a relatively new build so thats not the case!","No","null","04/01/2021","Retrofitworks","House","Mid-Terrace","Suburban","2001+","null","2","0","3","116","7","4","10","2.37","Cavity_Insulated","Mix","Pitched","Double","Yes","Gas","Gas Boiler - Combi","None","Water","170","0","0","1","No","No","null","null","6.52","34.35","17691.95","3650","841.01","Yes","No","Yes","Yes","None - Installation not recommended","Programme_TargetMet","null","Heat Emitters","11398","637","811.54","14","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH1741","RG12","32","Working Full time (>30hrs)","Manager","40,001 - 50,000","2020-07-02T00:00:00.000Z","Owner-Occupied","2","C1",4,"Yes","Ive always been interested in reducing my usage of fossil fuels, and am excited by the prospect of being able to replace the gas boiler in our house with something more efficient, that could be more easily powered by renewable energy.","Yes","Weve been in our new home for over two years, and intend to be here for many more. So adopting cleaner, more efficient technology now will mean we get to hopefully reap many years of benefit.","Yes","Ever since I realised there were other options to a traditional boiler earlier this year, Id been looking into heat-pumps out of curiosity. Then finding out their efficiency can be several times higher than a traditional gas boiler immediately peaked my interest.","No","We arent directly undertaking building work at the moment, but will be renovating the garden in the near future. If were fortunate enough to get on this trial, then this will mean we can work this around the a potential addition of a new piece of heating technology in the garden too.","Yes","Yes, I doubt many people would say no to this. However its not the key driver. If the technology was a little more affordable, or more comparable to the cost of a traditional boiler it would be more attractive anyway.","Yes","I love technology, Im usually an earlier adopter of new tech, and like to be able to share information with others about the products I use.","Yes","Absolutely - I fully understand the context behind this trial and I think data is the key to gaining insight about how we operate and use energy. Without gathering and analysing data, we cant reliably learn about how these new technologies work on a larger scale.","No","Although I have been exploring the option of switching to a heat pump. I think the uncertainty of spending a large amount of money on a new system was slowing down my decision.","No","Our boiler is about 10 years old, so its getting closer to the end of its suggested lifespan, however it currently is still working fine.","No","null","19/01/2021","Retrofitworks","House","Mid-Terrace","Suburban","2001+","null","2","1","3","119","9","3","9","2.35","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","Water","200","0","0","1","No","No","null","null","null","null","null","null","null","Yes with additional measures","No","Yes with additional measures","Yes with additional measures","None - Installation not recommended","Economic_MeasuresCosts","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH0156","OX2","73","Retired","Pensioner","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","null","DE",2,"Yes","null","Yes","null","Yes","null","No","null","Yes","null","Yes","null","Yes","null","No","null","No","null","No","null","15/07/2020","Retrofitworks","House","null","null","1919-1944","null","null","null","null","null","null","4","null","null","null","null","null","null","null","null","null","None","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Economic_InstallCosts","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH1535","GU2","34","Working Full time  (>30hrs)","Skilled Manual Worker","Prefer not to say","2020-07-01T00:00:00.000Z","Owner-Occupied","null","C2",3,"Yes","null","Yes","null","No","null","Yes","null","No","null","No","null","Yes","null","No","null","No","null","No","null","24/09/2020","Retrofitworks","House","Semi-Detached","Suburban","1919-1944","null","2","2","2","102","5","3","7","2.4","Cavity_No_insulation","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","None","null","0","0","1","No","No","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH0046","PO16","42","Working Full time (>30hrs)","Manager","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","14","C1",2,"Yes","Weve ben with OVO for some years now and the attraction was the renewable energy prospects. Wed like to do more regarding green credentials and minimise our use or traditional fuel sources.","Yes","We took steps some years ago to add a car charger to our home and moving to modern heating systems seems the best direction for us.","Yes","We currently have a traditional combi-boiler that continues to serve us well, but appreciate that they have a finite lifespan. With this in mind, our next move to a modern alternative would be best.","No","null","Yes","The idea of a new system being free is certainly enticing, but I dont think wed given heating system alternatives much thought until this OVO brought this to our attention. So glad to be enlightened.","Yes","Weve started moving toward a smarter home, so certainly interested in how these systems can be integrated into our home.","Yes","Weve always been happy to take part in research that helps us improve our carbon footprint and help the world around us.","No","As mentioned wed not looked into alternatives before OVO advised of the possibilities.","No","Our boiler will most likely need replace in the next five years, but it wasnt something we were looking into just yet.","No","null","18/12/2020","null","House","null","null","null","null","null","null","null","null","null","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","No","No","No","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionTime","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH3097","TW17","43","Working Full time (>30hrs)","Professional","50,001+","2020-07-01T00:00:00.000Z","Owner-Occupied","6","AB",1,"Yes","environmental reasons","Yes","just to be ahead of the curve","Yes","open to reasonable ways","No","null","Yes","null","Yes","null","Yes","null","No","null","No","null","No","null","15/09/2020","Retrofitworks","House","Semi-Detached","Suburban","1919-1944","null","2","2","2","111.04","6","3","7","2.5","Solid_No_insulation","Suspended","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","Water","90","0","0","0","No","No","18629.81","null","8.94","86.35","11796","3596","4757","Yes","No","Yes","Yes","ASHP","null","null","null","14359.78","0","832","12","5","Yes","null","null","14/12/2020","Elite Renewables","ASHP","Daikin","EPGA11DV","11","R32","null","Water_New","200","null","1","0","2","0","None","None","No","0","0","0","No","No","0","0","None","No","7440.96","1147.34","6489.47","590.1","0","0","0","0","0","0","8","2"
"OVO","EOH2917","OX3","56","Working Full time (>30hrs)","Professional","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","8","AB",2,"Yes","My primary interest is reducing my carbon footprint. I currently have a gas boiler and would like to reduce my use of fossil fuels.","Yes","The more that houses have low carbon technology, the more popular / widespread it will become, same reason as above","No","null","No","null","Yes","Im less likely to change my heating system until the current one is broken down, although not opposed to the idea.","Yes","Intrigued by how the system works - less familiar with heat pump than solar panels","Yes","The more different ways in wch diverse households have low carbon technology, the more rapidly it will spread","No","But would consider in future when current heating system fails / cost of gas becomes prohibitive. Would like to change","No","null","No","null","03/12/2020","null","House","null","null","Pre 1919","null","null","null","null","null","null","2","null","null","null","null","null","null","null","null","null","None","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH0573","ME13","57","Working Full time (>30hrs)","Professional","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","25","AB",3,"Yes","I drive an electric car and want to move my house to the same low carbon","Yes","null","Yes","null","No","null","Yes","null","Yes","I had solar hot water put in some 12 years ago so like to adopt new technology","Yes","null","No","null","No","null","No","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH2746","OX11","58","Working Full time (>30hrs)","Manager","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","7","C1",3,"Yes","We already do many things to reduce our impact on the environment,  this would be a significant step in increasing that impact.","Yes","not only for us, but for future owners of the house","Yes","had some experience of using ground source and air source heat pumps when I worked in the National Trust, seeing first hand how efficient they are.","No","null","Yes","Household budgets are stretched,  so this would be very helpful","Yes","I am very tech savvy, and a,ready have many Smart products installed","Yes","Happy to be at the vanguard of testing this technology so others can also benifit","No","would like too  but the expense would be too much","No","null","No","null","25/11/2020","null","House","null","null","1965-1980","null","null","null","null","null","5","3","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","No","No","No","null","null","null","null","null","null","null","null","null","No","Other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH0591","BN25","81","Retired","Pensioner","12,501 - 16,200","2020-07-02T00:00:00.000Z","Owner-Occupied","5","DE",2,"Yes","null","Yes","null","Yes","null","No","null","Yes","null","Yes","null","Yes","null","No","null","Yes","null","No","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH0035","KT13","41","Working Full time (>30hrs)","Manager","50,001+","2020-07-02T00:00:00.000Z","Owner-Occupied","4","AB",3,"No","null","Yes","I am interested, but Im not sure what i can do in an apartment","No","null","No","null","Yes","null","Yes","null","Yes","null","No","null","No","null","No","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"OVO","EOH1957","CT15","54","Working Full time  (>30hrs)","Professional","Prefer not to say","2020-07-02T00:00:00.000Z","Owner-Occupied","null","C2",3,"Yes","always looking for greener options thats why I signed up for ovo beyond.","Yes","This is our for ever home. To future proof it would not only benefit the environment by our Children as well.","No","null","No","null","Yes","my boiler is only 1 year old, so if an environmental option is available and would work in a 100 plus year old house. Im open to discussing options if its viable.","Yes","Im always intrested in new technology that will improve your standard of living with low or minimal impact on our environment","Yes","If this is a viable way ahead for our property and its impact will benefit others then I am to take part.","No","null","No","Boiler onlyv1 year old.","No","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
